127.9874,125.08874,496.48547
129.64278,110.2971,520.70404
113.08381,118.46699,501.51492
140.78622,110.91563,521.2123
135.03061,139.1415,516.0111
135.90297,140.81,514.9395
131.80035,109.36132,505.6354
126.81344,127.423164,503.934
105.17325,119.7988,518.6568
142.2214,106.939415,520.5487
106.02252,105.87396,498.4751
122.35834,130.58588,495.78976
140.4088,143.08607,512.2305
141.27968,115.945694,503.0881
122.4191,127.1853,497.04828
108.98525,132.90067,516.76654
144.56537,116.84574,518.0628
116.92923,134.87299,509.8921
139.82616,136.11137,527.647
135.27791,125.751396,528.2355
113.252365,143.86372,530.54376
144.10536,115.657585,500.40283
126.265366,131.22795,521.03253
133.13406,142.02979,505.9892
118.43853,131.70401,516.57336
113.33345,126.934494,495.815
119.132614,117.150536,528.5317
106.99653,113.1915,491.4274
130.04411,109.60622,517.4708
111.10778,112.188385,500.7825
128.00137,143.37762,529.73425
123.489006,105.410065,504.3925
117.37778,120.746086,518.6418
135.0647,133.8675,516.7134
116.90344,124.787834,513.54535
114.784195,123.21088,508.50342
106.103745,138.55846,508.97794
107.7108,140.82347,500.23853
132.08087,144.83426,511.92584
130.75407,132.94658,526.11584
118.86354,113.74562,509.43488
140.64102,126.719635,524.89624
124.8513,131.1364,511.69543
125.54292,105.967606,493.51532
126.662605,134.89868,524.43506
125.86778,133.43044,519.36475
107.734955,107.42133,495.49307
125.34386,112.35367,504.59973
122.00772,132.80324,515.6372
143.55351,143.03981,498.24088
127.596756,149.13722,798.73
88.33011,77.695724,783.66547
222.31822,91.73662,786.25476
214.5753,245.78094,789.5786
37.77202,232.2925,786.57996
69.01442,38.01294,785.1907
27.754868,54.116577,780.89044
102.20125,179.46562,782.40875
127.82124,80.79849,794.837
238.86354,111.03194,784.967
29.649384,52.79721,792.8872
157.36874,196.93178,788.5141
193.77069,13.961868,792.6882
252.26158,1.3186035,784.8087
209.94167,107.987366,784.66956
206.08827,136.58029,790.39166
89.122025,224.44026,795.547
150.93013,147.53427,795.17096
207.74527,75.49422,788.90436
184.19489,65.97394,799.3505
40.3201,187.06522,782.8169
169.09651,217.4025,791.2055
115.17082,209.39694,782.8196
41.64279,18.906052,783.8445
131.32214,69.95894,792.22784
132.31935,234.52893,785.66394
92.983475,212.65843,787.47144
250.54652,77.16095,789.8905
97.6732,187.71799,793.83167
59.83638,212.34453,789.36456
95.63167,125.41803,796.9595
253.56047,190.2836,791.7498
211.53719,74.47452,784.774
91.035416,45.155334,794.2997
140.15869,84.2068,788.9848
125.462036,237.75111,798.92664
29.459457,174.91159,793.86145
176.94305,110.54956,792.50085
160.20947,252.58224,780.4157
79.42711,41.881348,785.1493
153.13129,206.06511,782.43787
211.25272,234.91867,785.0709
150.34094,62.287674,792.14185
68.65628,78.13698,783.30585
21.260788,230.14583,788.7372
124.449005,64.298294,796.97003
54.736206,76.22885,782.19385
20.367294,241.63756,782.278
110.32852,90.9491,793.6629
162.23604,29.876358,798.9807
0.49505615,140.65996,231.8228
98.337204,215.22775,278.21582
144.67372,82.79053,273.1725
208.41852,150.98984,222.32443
133.39647,242.08563,241.42223
102.775665,19.628128,209.20587
220.44606,123.49266,232.67035
